area_sqft,bedrooms,bathrooms,property_age,parking_slots,floor_number,near_metro,balconies,location,furnishing,quality_grade,price_inr,area_per_room,luxury_score,age_bucket
1429.0,1,2,23,1,23,0,0,Developing Zone,Semi-Furnished,Standard,4308197.0,476.3333333333333,1,Old
450.0,1,1,11,2,4,0,1,Family Zone,Semi-Furnished,Good,4843229.0,225.0,3,Mature
450.0,1,1,28,2,18,1,2,Family Zone,Fully Furnished,Premium,4523796.0,225.0,5,Old
1517.0,3,2,22,1,23,0,1,IT Hub,Unfurnished,Premium,10519755.0,303.4,2,Old
1264.0,3,3,0,1,6,1,0,Budget Zone,Fully Furnished,Good,8760962.0,210.66666666666666,2,New
875.0,2,2,29,2,14,0,0,IT Hub,Fully Furnished,Good,4616300.0,218.75,2,Old
1484.0,3,4,12,2,20,0,0,Family Zone,Semi-Furnished,Premium,10503189.0,212.0,2,Mature
1510.0,3,3,16,1,9,1,2,Budget Zone,Semi-Furnished,Premium,9148800.0,251.66666666666666,4,Mature
1941.0,3,3,17,0,6,1,1,IT Hub,Fully Furnished,Standard,11423043.0,323.5,2,Mature
1521.0,2,2,28,1,10,0,1,IT Hub,Semi-Furnished,Luxury,8909540.0,380.25,2,Old
2089.0,6,5,9,2,9,1,1,Developing Zone,Semi-Furnished,Standard,11799066.0,189.9090909090909,4,Recent
1454.0,2,2,13,1,18,0,0,Premium Central,Fully Furnished,Premium,11217984.0,363.5,1,Mature
1390.0,3,2,1,1,9,0,1,Family Zone,Semi-Furnished,Standard,9337359.0,278.0,2,New
2003.0,3,2,12,1,10,1,0,Family Zone,Unfurnished,Standard,9820653.0,400.6,2,Mature
941.0,2,2,3,1,23,1,3,Premium Central,Unfurnished,Standard,9806617.0,235.25,5,New
2914.0,5,5,20,1,14,0,0,Developing Zone,Unfurnished,Good,11312057.0,291.4,1,Mature
1645.0,3,3,31,2,23,0,1,IT Hub,Semi-Furnished,Good,9616196.0,274.1666666666667,3,Old
1648.0,4,3,16,1,18,1,0,Developing Zone,Semi-Furnished,Standard,9153053.0,235.42857142857142,2,Mature
1723.0,4,4,31,1,22,0,2,IT Hub,Semi-Furnished,Good,9091038.0,215.375,3,Old
2426.0,5,5,34,1,5,1,0,Family Zone,Semi-Furnished,Good,11903623.0,242.6,2,Old
1862.0,2,3,1,2,23,1,3,Developing Zone,Fully Furnished,Premium,12992668.0,372.4,6,New
615.0,3,2,18,1,23,1,0,Developing Zone,Fully Furnished,Premium,4612609.0,123.0,2,Mature
2180.0,3,2,18,1,1,0,2,Developing Zone,Unfurnished,Premium,10861160.0,436.0,3,Mature
1273.0,4,3,13,0,9,1,2,Budget Zone,Semi-Furnished,Standard,4643731.0,181.85714285714286,3,Mature
1506.0,4,3,29,0,10,0,1,Budget Zone,Semi-Furnished,Good,5041548.0,215.14285714285714,1,Old
785.0,2,2,13,1,11,0,1,Developing Zone,Semi-Furnished,Luxury,6961395.0,196.25,2,Mature
1724.0,3,4,1,0,19,0,1,Budget Zone,Unfurnished,Standard,7196096.0,246.28571428571428,1,New
1111.0,2,3,19,2,17,0,2,Budget Zone,Fully Furnished,Good,5211086.0,222.2,4,Mature
1502.0,3,2,7,2,6,1,2,IT Hub,Fully Furnished,Luxury,14779255.0,300.4,5,Recent
1302.0,3,2,12,0,15,1,0,IT Hub,Semi-Furnished,Luxury,11165519.0,260.4,1,Mature
2451.0,4,4,17,2,24,1,1,IT Hub,Fully Furnished,Good,15716276.0,306.375,4,Mature
2481.0,3,3,25,1,11,1,1,Developing Zone,Fully Furnished,Premium,11825503.0,413.5,3,Old
1474.0,4,4,9,1,23,1,0,Premium Central,Semi-Furnished,Good,11644732.0,184.25,2,Recent
1483.0,3,3,13,2,16,1,2,Family Zone,Semi-Furnished,Premium,11231778.0,247.16666666666666,5,Mature
1256.0,2,2,2,1,23,1,1,Budget Zone,Semi-Furnished,Standard,6926936.0,314.0,3,New
2025.0,4,4,13,0,22,1,1,Budget Zone,Fully Furnished,Standard,9585324.0,253.125,2,Mature
1279.0,3,2,20,0,1,1,2,IT Hub,Unfurnished,Good,7417241.0,255.8,3,Mature
1231.0,2,1,21,1,20,0,2,Budget Zone,Semi-Furnished,Standard,3222409.0,410.3333333333333,3,Old
1959.0,2,2,10,2,5,1,2,Family Zone,Fully Furnished,Premium,14312098.0,489.75,5,Recent
1170.0,3,3,2,1,20,0,0,Premium Central,Unfurnished,Good,9291016.0,195.0,1,New
1430.0,3,3,20,1,20,0,3,Budget Zone,Fully Furnished,Premium,7877993.0,238.33333333333334,4,Mature
628.0,1,1,22,0,7,1,1,Budget Zone,Semi-Furnished,Premium,2257028.0,314.0,2,Old
1816.0,3,2,2,2,2,0,1,Premium Central,Fully Furnished,Good,14888147.0,363.2,3,New
2459.0,5,5,17,1,11,0,0,Family Zone,Fully Furnished,Premium,15495593.0,245.9,1,Mature
1825.0,3,4,3,1,8,0,2,Budget Zone,Semi-Furnished,Good,9020603.0,260.7142857142857,3,New
2210.0,4,3,15,1,14,0,1,Premium Central,Fully Furnished,Good,17418613.0,315.7142857142857,2,Mature
1010.0,2,2,22,1,2,1,2,Premium Central,Semi-Furnished,Standard,5109442.0,252.5,4,Old
1573.0,4,4,25,0,2,1,2,Family Zone,Semi-Furnished,Premium,8860940.0,196.625,3,Old
960.0,2,2,24,1,11,0,2,Family Zone,Semi-Furnished,Premium,5846621.0,240.0,3,Old
1332.0,2,1,26,1,19,1,2,Developing Zone,Fully Furnished,Luxury,9997686.0,444.0,4,Old
1852.0,5,4,8,1,8,1,3,Budget Zone,Unfurnished,Premium,9464483.0,205.77777777777777,5,Recent
1503.0,3,3,29,2,8,1,1,Family Zone,Unfurnished,Luxury,10289006.0,250.5,4,Old
715.0,2,3,12,0,4,0,1,Developing Zone,Semi-Furnished,Standard,4364239.0,143.0,1,Mature
766.0,2,2,13,1,7,1,2,Family Zone,Semi-Furnished,Luxury,6983923.0,191.5,4,Mature
732.0,1,1,27,0,8,0,1,IT Hub,Semi-Furnished,Good,3157036.0,366.0,1,Old
1706.0,2,2,11,0,7,0,1,Budget Zone,Unfurnished,Good,6982886.0,426.5,1,Mature
2523.0,5,5,2,1,9,1,2,Family Zone,Semi-Furnished,Good,14689856.0,252.3,4,New
2158.0,4,3,25,1,7,0,1,Developing Zone,Fully Furnished,Good,9724007.0,308.2857142857143,2,Old
464.0,1,1,23,1,17,1,2,IT Hub,Unfurnished,Good,4240917.0,232.0,4,Old
2189.0,4,3,20,0,9,1,1,Developing Zone,Semi-Furnished,Standard,10084189.0,312.7142857142857,2,Mature
1937.0,4,2,5,1,19,0,2,Family Zone,Fully Furnished,Standard,10860572.0,322.8333333333333,3,Recent
646.0,1,1,22,1,15,0,0,Family Zone,Unfurnished,Good,2895549.0,323.0,1,Old
1292.0,2,2,6,2,16,1,2,Developing Zone,Semi-Furnished,Premium,10119215.0,323.0,5,Recent
2020.0,3,2,19,1,15,1,2,Family Zone,Unfurnished,Good,11507249.0,404.0,4,Mature
1736.0,5,5,17,2,23,0,1,IT Hub,Fully Furnished,Good,11798611.0,173.6,3,Mature
769.0,2,1,27,0,7,1,1,Family Zone,Semi-Furnished,Good,5083625.0,256.3333333333333,2,Old
1768.0,2,3,34,1,24,1,1,IT Hub,Fully Furnished,Good,11701505.0,353.6,3,Old
450.0,1,1,6,1,5,1,1,Premium Central,Unfurnished,Standard,4730732.0,225.0,3,Recent
1334.0,3,2,4,1,4,0,1,Developing Zone,Semi-Furnished,Premium,7929136.0,266.8,2,Recent
2042.0,4,4,19,1,20,1,0,Family Zone,Fully Furnished,Standard,10057366.0,255.25,2,Mature
1460.0,2,2,33,1,22,1,2,Budget Zone,Unfurnished,Premium,5598257.0,365.0,4,Old
1191.0,4,4,5,2,3,0,1,IT Hub,Unfurnished,Premium,10192593.0,148.875,3,Recent
1912.0,4,5,17,0,15,1,1,Family Zone,Unfurnished,Good,9027405.0,212.44444444444446,2,Mature
1957.0,4,4,14,2,13,1,1,Developing Zone,Fully Furnished,Premium,13014624.0,244.625,4,Mature
2131.0,4,4,11,1,6,1,0,Budget Zone,Semi-Furnished,Good,11446386.0,266.375,2,Mature
1905.0,4,3,23,1,13,1,0,Premium Central,Semi-Furnished,Premium,15290407.0,272.14285714285717,2,Old
2012.0,4,4,10,1,17,1,3,Developing Zone,Semi-Furnished,Premium,11856952.0,251.5,5,Recent
1831.0,3,4,17,1,14,1,2,IT Hub,Semi-Furnished,Premium,12756101.0,261.57142857142856,4,Mature
1588.0,4,4,29,2,13,1,0,Budget Zone,Semi-Furnished,Premium,8234027.0,198.5,3,Old
1497.0,2,1,13,2,22,0,2,Premium Central,Semi-Furnished,Premium,12391119.0,499.0,4,Mature
1327.0,4,4,0,2,6,0,1,Budget Zone,Semi-Furnished,Luxury,10566127.0,165.875,3,New
820.0,2,3,30,2,15,0,0,Developing Zone,Unfurnished,Good,3975549.0,164.0,2,Old
953.0,3,4,9,1,8,1,2,IT Hub,Fully Furnished,Premium,10796133.0,136.14285714285714,4,Recent
1303.0,2,2,27,1,24,0,1,Premium Central,Fully Furnished,Premium,8947797.0,325.75,2,Old
1576.0,3,2,26,2,7,1,1,Developing Zone,Semi-Furnished,Good,8208657.0,315.2,4,Old
2199.0,3,3,18,0,21,0,2,Family Zone,Semi-Furnished,Luxury,12556968.0,366.5,2,Mature
1428.0,3,3,3,2,16,0,1,IT Hub,Unfurnished,Good,10413060.0,238.0,3,New
1972.0,4,5,33,1,6,1,1,IT Hub,Fully Furnished,Good,13190736.0,219.11111111111111,3,Old
2011.0,4,4,23,1,19,1,1,Developing Zone,Fully Furnished,Standard,10492013.0,251.375,3,Old
1330.0,2,2,14,1,6,0,2,Family Zone,Fully Furnished,Standard,8699919.0,332.5,3,Mature
1759.0,3,1,29,1,7,0,2,IT Hub,Semi-Furnished,Premium,10884927.0,439.75,3,Old
1323.0,3,2,27,0,9,0,2,IT Hub,Unfurnished,Good,6660697.0,264.6,2,Old
2138.0,4,4,26,1,17,0,1,IT Hub,Unfurnished,Good,11810481.0,267.25,2,Old
1781.0,3,4,5,1,10,0,2,Family Zone,Unfurnished,Standard,8476544.0,254.42857142857142,3,Recent
831.0,3,3,22,0,14,1,1,Budget Zone,Unfurnished,Good,4802432.0,138.5,2,Old
1534.0,3,2,10,0,14,0,1,Premium Central,Unfurnished,Premium,11599915.0,306.8,1,Recent
2307.0,5,5,2,1,5,0,0,IT Hub,Fully Furnished,Premium,17570315.0,230.7,1,New
1356.0,2,1,11,1,6,0,2,IT Hub,Unfurnished,Standard,8438761.0,452.0,3,Mature
1683.0,3,4,3,2,8,0,1,Budget Zone,Unfurnished,Good,7882526.0,240.42857142857142,3,New
1734.0,3,3,3,0,6,1,2,Developing Zone,Fully Furnished,Good,9966788.0,289.0,3,New
911.0,1,1,25,1,23,0,1,IT Hub,Semi-Furnished,Good,6392902.0,455.5,2,Old
1716.0,4,4,17,0,10,0,0,Budget Zone,Fully Furnished,Good,7822512.0,214.5,0,Mature
725.0,2,2,13,1,10,1,3,Premium Central,Semi-Furnished,Good,6798573.0,181.25,5,Mature
1125.0,3,3,6,1,17,1,2,Developing Zone,Fully Furnished,Good,8166288.0,187.5,4,Recent
2009.0,3,3,26,1,19,1,1,IT Hub,Semi-Furnished,Good,13140509.0,334.8333333333333,3,Old
1636.0,3,3,22,1,17,1,2,Premium Central,Semi-Furnished,Good,13282379.0,272.6666666666667,4,Old
1292.0,2,2,20,1,14,1,1,Developing Zone,Semi-Furnished,Good,5591926.0,323.0,3,Mature
1682.0,4,4,6,0,24,1,2,Developing Zone,Semi-Furnished,Premium,12275255.0,210.25,3,Recent
1419.0,3,3,4,1,22,1,0,Family Zone,Semi-Furnished,Premium,11329509.0,236.5,2,Recent
1457.0,3,4,4,1,5,0,1,Family Zone,Semi-Furnished,Good,9471500.0,208.14285714285714,2,Recent
1792.0,4,3,0,1,4,1,1,Developing Zone,Unfurnished,Premium,10378850.0,256.0,3,New
1072.0,3,2,33,1,10,1,1,Family Zone,Fully Furnished,Premium,7541296.0,214.4,3,Old
1471.0,3,3,12,1,21,1,1,Premium Central,Unfurnished,Standard,11245341.0,245.16666666666666,3,Mature
1288.0,2,1,23,1,24,0,0,Family Zone,Unfurnished,Good,4256733.0,429.3333333333333,1,Old
625.0,1,1,34,0,17,1,3,Developing Zone,Unfurnished,Good,1800000.0,312.5,4,Old
971.0,1,1,32,1,17,0,0,Developing Zone,Fully Furnished,Premium,7296756.0,485.5,1,Old
2265.0,5,5,11,0,6,1,0,Developing Zone,Semi-Furnished,Standard,11142852.0,226.5,1,Mature
1650.0,3,3,17,1,15,0,1,Budget Zone,Semi-Furnished,Premium,7452726.0,275.0,2,Mature
762.0,1,1,16,2,5,1,1,Budget Zone,Fully Furnished,Good,4222693.0,381.0,4,Mature
649.0,1,1,1,1,13,1,0,IT Hub,Unfurnished,Good,7592945.0,324.5,2,New
1392.0,2,2,26,1,5,0,1,Developing Zone,Fully Furnished,Luxury,8904384.0,348.0,2,Old
2262.0,4,4,20,0,2,0,2,Premium Central,Semi-Furnished,Good,17217327.0,282.75,2,Mature
1353.0,2,1,13,2,24,0,0,Developing Zone,Unfurnished,Premium,7690967.0,451.0,2,Mature
2130.0,4,5,19,0,22,1,3,Budget Zone,Semi-Furnished,Luxury,12527717.0,236.66666666666666,4,Mature
1633.0,3,3,25,1,17,1,1,IT Hub,Fully Furnished,Premium,10709864.0,272.1666666666667,3,Old
1695.0,5,5,0,2,16,1,2,Premium Central,Unfurnished,Standard,14764352.0,169.5,5,New
755.0,2,3,22,1,6,0,0,Developing Zone,Semi-Furnished,Premium,5004348.0,151.0,1,Old
1938.0,3,2,30,0,14,1,2,Developing Zone,Unfurnished,Standard,8323802.0,387.6,3,Old
1276.0,3,2,25,1,18,1,2,Developing Zone,Semi-Furnished,Good,6686159.0,255.2,4,Old
1899.0,3,2,21,1,13,0,0,Family Zone,Semi-Furnished,Premium,9779935.0,379.8,1,Old
